Datetime,Measured & Upscaled,Most recent forecast,Monitored capacity,ShiftMeasured,Fluctuation15M,PredFluctuation15M,ShiftFluctuation15M
2022-01-01 13:45:00,2135.96,2112.6,2254.4,2167.06,-31.09999999999991,-54.460000000000036,2.2899999999999636
2022-01-01 14:00:00,2109.63,2111.51,2254.4,2135.96,-26.329999999999927,-24.449999999999818,-31.09999999999991
2022-01-01 14:15:00,2118.9,2108.83,2254.4,2109.63,9.269999999999982,-0.8000000000001819,-26.329999999999927
2022-01-01 14:30:00,2131.51,2104.39,2254.4,2118.9,12.610000000000127,-14.510000000000218,9.269999999999982
2022-01-01 14:45:00,2128.98,2100.56,2254.4,2131.51,-2.5300000000002,-30.950000000000273,12.610000000000127
2022-01-01 15:00:00,2132.28,2095.87,2254.4,2128.98,3.300000000000182,-33.11000000000013,-2.5300000000002
2022-01-01 15:15:00,2124.0,2082.67,2254.4,2132.28,-8.2800000000002,-49.61000000000013,3.300000000000182
2022-01-01 15:30:00,2121.99,2075.73,2254.4,2124.0,-2.0100000000002183,-48.26999999999998,-8.2800000000002
2022-01-01 15:45:00,2095.38,2072.45,2254.4,2121.99,-26.609999999999673,-49.539999999999964,-2.0100000000002183
2022-01-01 16:00:00,2096.03,2054.99,2254.4,2095.38,0.650000000000091,-40.39000000000033,-26.609999999999673
2022-01-01 16:15:00,2086.57,2049.49,2254.4,2096.03,-9.460000000000036,-46.54000000000042,0.650000000000091
2022-01-01 16:30:00,2069.66,2054.23,2254.4,2086.57,-16.91000000000031,-32.340000000000146,-9.460000000000036
2022-01-01 16:45:00,2096.34,2056.52,2254.4,2069.66,26.68000000000029,-13.139999999999873,-16.91000000000031
2022-01-01 17:00:00,2119.51,2047.49,2254.4,2096.34,23.170000000000073,-48.850000000000136,26.68000000000029
2022-01-01 17:15:00,2124.42,2062.19,2254.4,2119.51,4.9099999999998545,-57.320000000000164,23.170000000000073
2022-01-01 17:30:00,2127.62,2072.08,2254.4,2124.42,3.199999999999818,-52.340000000000146,4.9099999999998545
2022-01-01 17:45:00,2144.33,2066.34,2254.4,2127.62,16.710000000000036,-61.279999999999745,3.199999999999818
2022-01-01 18:00:00,2077.88,2072.4,2254.4,2144.33,-66.44999999999982,-71.92999999999984,16.710000000000036
2022-01-01 18:15:00,2079.86,2063.72,2254.4,2077.88,1.9800000000000182,-14.16000000000031,-66.44999999999982
2022-01-01 18:30:00,2093.31,2068.65,2254.4,2079.86,13.449999999999818,-11.210000000000036,1.9800000000000182
2022-01-01 18:45:00,2071.41,2073.9,2254.4,2093.31,-21.90000000000009,-19.409999999999854,13.449999999999818
2022-01-01 19:00:00,2069.0,2036.8,2254.4,2071.41,-2.4099999999998545,-34.6099999999999,-21.90000000000009
2022-01-01 19:15:00,2058.78,2045.76,2254.4,2069.0,-10.2199999999998,-23.24000000000001,-2.4099999999998545
2022-01-01 19:30:00,2124.39,2041.68,2254.4,2058.78,65.60999999999967,-17.100000000000136,-10.2199999999998
2022-01-01 19:45:00,2102.97,2046.7,2254.4,2124.39,-21.420000000000073,-77.68999999999983,65.60999999999967
2022-01-01 20:00:00,2057.03,2038.82,2254.4,2102.97,-45.9399999999996,-64.14999999999986,-21.420000000000073
2022-01-01 20:15:00,2030.76,2039.52,2254.4,2057.03,-26.27000000000021,-17.51000000000022,-45.9399999999996
2022-01-01 20:30:00,1988.15,2040.6,2254.4,2030.76,-42.6099999999999,9.839999999999918,-26.27000000000021
2022-01-01 20:45:00,1918.48,2039.01,2254.4,1988.15,-69.67000000000007,50.8599999999999,-42.6099999999999
2022-01-01 21:00:00,1948.67,2036.9,2254.4,1918.48,30.190000000000055,118.42000000000007,-69.67000000000007
2022-01-01 21:15:00,1896.79,2043.03,2254.4,1948.67,-51.88000000000011,94.3599999999999,30.190000000000055
2022-01-01 21:30:00,1947.55,2038.38,2254.4,1896.79,50.75999999999999,141.59000000000015,-51.88000000000011
2022-01-01 21:45:00,1882.05,2037.62,2254.4,1947.55,-65.5,90.06999999999994,50.75999999999999
2022-01-01 22:00:00,1900.22,2032.99,2254.4,1882.05,18.170000000000073,150.94000000000005,-65.5
2022-01-01 22:15:00,1879.64,2027.94,2254.4,1900.22,-20.579999999999927,127.72000000000003,18.170000000000073
2022-01-01 22:30:00,1845.56,2020.91,2254.4,1879.64,-34.080000000000155,141.26999999999998,-20.579999999999927
2022-01-01 22:45:00,1911.61,2026.35,2254.4,1845.56,66.04999999999995,180.78999999999996,-34.080000000000155
2022-01-01 23:00:00,1951.3,2018.72,2254.4,1911.61,39.690000000000055,107.11000000000013,66.04999999999995
2022-01-01 23:15:00,2104.1,2041.96,2254.4,1951.3,152.79999999999995,90.66000000000008,39.690000000000055
2022-01-01 23:30:00,2005.75,2045.12,2254.4,2104.1,-98.34999999999991,-58.98000000000002,152.79999999999995
2022-01-01 23:45:00,2088.32,2058.21,2254.4,2005.75,82.57000000000016,52.460000000000036,-98.34999999999991
2022-01-02 00:00:00,2115.12,2068.8,2254.4,2088.32,26.799999999999727,-19.519999999999982,82.57000000000016
2022-01-02 00:15:00,2111.76,2079.34,2254.4,2115.12,-3.3599999999996726,-35.779999999999745,26.799999999999727
2022-01-02 00:30:00,2122.19,2088.02,2254.4,2111.76,10.429999999999836,-23.740000000000236,-3.3599999999996726
2022-01-02 00:45:00,2132.62,2091.05,2254.4,2122.19,10.429999999999836,-31.139999999999873,10.429999999999836
2022-01-02 01:00:00,2177.05,2148.07,2254.4,2132.62,44.43000000000029,15.450000000000273,10.429999999999836
2022-01-02 01:15:00,2164.21,2162.94,2254.4,2177.05,-12.840000000000146,-14.110000000000127,44.43000000000029
2022-01-02 01:30:00,2126.77,2164.45,2254.4,2164.21,-37.440000000000055,0.23999999999978172,-12.840000000000146
2022-01-02 01:45:00,2130.31,2165.71,2254.4,2126.77,3.5399999999999636,38.940000000000055,-37.440000000000055
2022-01-02 02:00:00,2150.75,2166.07,2254.4,2130.31,20.440000000000055,35.76000000000022,3.5399999999999636
2022-01-02 02:15:00,2165.82,2165.66,2254.4,2150.75,15.070000000000164,14.909999999999854,20.440000000000055
2022-01-02 02:30:00,2173.13,2166.18,2254.4,2165.82,7.309999999999945,0.3599999999996726,15.070000000000164
2022-01-02 02:45:00,2166.92,2165.8,2254.4,2173.13,-6.210000000000036,-7.329999999999927,7.309999999999945
2022-01-02 03:00:00,2135.35,2163.97,2254.4,2166.92,-31.570000000000164,-2.950000000000273,-6.210000000000036
2022-01-02 03:15:00,2103.06,2164.59,2254.4,2135.35,-32.289999999999964,29.240000000000236,-31.570000000000164
2022-01-02 03:30:00,2104.56,2164.59,2254.4,2103.06,1.5,61.5300000000002,-32.289999999999964
2022-01-02 03:45:00,2130.88,2164.43,2254.4,2104.56,26.320000000000164,59.86999999999989,1.5
2022-01-02 04:00:00,2158.12,2163.29,2254.4,2130.88,27.23999999999978,32.409999999999854,26.320000000000164
2022-01-02 04:15:00,2151.45,2160.61,2254.4,2158.12,-6.670000000000073,2.4900000000002365,27.23999999999978
2022-01-02 04:30:00,2145.07,2157.16,2254.4,2151.45,-6.379999999999654,5.710000000000036,-6.670000000000073
2022-01-02 04:45:00,2132.75,2150.27,2254.4,2145.07,-12.320000000000164,5.199999999999818,-6.379999999999654
2022-01-02 05:00:00,2160.63,2140.9,2254.4,2132.75,27.88000000000011,8.150000000000091,-12.320000000000164
2022-01-02 05:15:00,2177.69,2140.27,2254.4,2160.63,17.059999999999945,-20.360000000000127,27.88000000000011
2022-01-02 05:30:00,2176.67,2134.82,2254.4,2177.69,-1.0199999999999818,-42.86999999999989,17.059999999999945
2022-01-02 05:45:00,2173.28,2131.49,2254.4,2176.67,-3.3899999999998727,-45.18000000000029,-1.0199999999999818
2022-01-02 06:00:00,2160.83,2121.58,2254.4,2173.28,-12.450000000000273,-51.70000000000027,-3.3899999999998727
2022-01-02 06:15:00,2141.81,2131.16,2254.4,2160.83,-19.019999999999982,-29.670000000000073,-12.450000000000273
2022-01-02 06:30:00,2141.52,2136.06,2254.4,2141.81,-0.2899999999999636,-5.75,-19.019999999999982
2022-01-02 06:45:00,2149.47,2134.87,2254.4,2141.52,7.949999999999818,-6.650000000000091,-0.2899999999999636
2022-01-02 07:00:00,2149.1,2129.23,2254.4,2149.47,-0.36999999999989086,-20.23999999999978,7.949999999999818
2022-01-02 07:15:00,2124.88,2150.54,2254.4,2149.1,-24.2199999999998,1.4400000000000546,-0.36999999999989086
2022-01-02 07:30:00,2152.83,2158.11,2254.4,2124.88,27.949999999999818,33.23000000000002,-24.2199999999998
2022-01-02 07:45:00,2176.83,2162.79,2254.4,2152.83,24.0,9.960000000000036,27.949999999999818
2022-01-02 08:00:00,2168.54,2162.17,2254.4,2176.83,-8.289999999999964,-14.659999999999854,24.0
2022-01-02 08:15:00,2158.12,2164.83,2254.4,2168.54,-10.420000000000073,-3.7100000000000364,-8.289999999999964
2022-01-02 08:30:00,2163.54,2166.16,2254.4,2158.12,5.420000000000073,8.039999999999964,-10.420000000000073
2022-01-02 08:45:00,2169.77,2166.07,2254.4,2163.54,6.230000000000018,2.5300000000002,5.420000000000073
2022-01-02 09:00:00,2173.37,2165.64,2254.4,2169.77,3.599999999999909,-4.130000000000109,6.230000000000018
2022-01-02 09:15:00,2162.86,2166.07,2254.4,2173.37,-10.509999999999764,-7.299999999999727,3.599999999999909
2022-01-02 09:30:00,2170.02,2165.88,2254.4,2162.86,7.1599999999998545,3.019999999999982,-10.509999999999764
2022-01-02 09:45:00,2171.38,2165.75,2254.4,2170.02,1.3600000000001273,-4.269999999999982,7.1599999999998545
2022-01-02 10:00:00,2175.12,2165.48,2254.4,2171.38,3.7399999999997817,-5.900000000000091,1.3600000000001273
2022-01-02 10:15:00,2178.99,2166.04,2254.4,2175.12,3.869999999999891,-9.079999999999927,3.7399999999997817
2022-01-02 10:30:00,2180.09,2166.09,2254.4,2178.99,1.1000000000003638,-12.899999999999636,3.869999999999891
2022-01-02 10:45:00,2179.17,2166.22,2254.4,2180.09,-0.9200000000000728,-13.870000000000346,1.1000000000003638
2022-01-02 11:00:00,2176.29,2165.87,2254.4,2179.17,-2.880000000000109,-13.300000000000182,-0.9200000000000728
2022-01-02 11:15:00,2158.64,2166.1,2254.4,2176.29,-17.65000000000009,-10.190000000000055,-2.880000000000109
2022-01-02 11:30:00,2153.51,2165.58,2254.4,2158.64,-5.129999999999654,6.940000000000055,-17.65000000000009
2022-01-02 11:45:00,2143.7,2165.63,2254.4,2153.51,-9.8100000000004,12.11999999999989,-5.129999999999654
2022-01-02 12:00:00,2109.32,2165.77,2254.4,2143.7,-34.379999999999654,22.070000000000164,-9.8100000000004
2022-01-02 12:15:00,2105.98,2165.95,2254.4,2109.32,-3.3400000000001455,56.629999999999654,-34.379999999999654
2022-01-02 12:30:00,2117.33,2164.65,2254.4,2105.98,11.349999999999909,58.67000000000007,-3.3400000000001455
2022-01-02 12:45:00,1949.73,2163.92,2254.4,2117.33,-167.5999999999999,46.590000000000146,11.349999999999909
2022-01-02 13:00:00,1958.74,2147.48,2254.4,1949.73,9.009999999999991,197.75,-167.5999999999999
2022-01-02 13:15:00,2057.52,2151.74,2254.4,1958.74,98.77999999999997,192.99999999999977,9.009999999999991
2022-01-02 13:30:00,2112.77,2153.21,2254.4,2057.52,55.25,95.69000000000005,98.77999999999997
2022-01-02 13:45:00,2118.32,2156.63,2254.4,2112.77,5.550000000000182,43.86000000000013,55.25
2022-01-02 14:00:00,2085.43,2162.17,2254.4,2118.32,-32.89000000000033,43.84999999999991,5.550000000000182
2022-01-02 14:15:00,2098.57,2160.08,2254.4,2085.43,13.140000000000327,74.65000000000009,-32.89000000000033
2022-01-02 14:30:00,2129.78,2159.44,2254.4,2098.57,31.210000000000036,60.86999999999989,13.140000000000327
2022-01-02 14:45:00,2080.33,2158.68,2254.4,2129.78,-49.45000000000027,28.899999999999636,31.210000000000036
2022-01-02 15:00:00,2049.27,2154.92,2254.4,2080.33,-31.059999999999945,74.59000000000015,-49.45000000000027
2022-01-02 15:15:00,2105.91,2157.35,2254.4,2049.27,56.63999999999987,108.07999999999993,-31.059999999999945
2022-01-02 15:30:00,2161.17,2158.93,2254.4,2105.91,55.26000000000022,53.01999999999998,56.63999999999987
2022-01-02 15:45:00,2180.23,2159.94,2254.4,2161.17,19.059999999999945,-1.2300000000000182,55.26000000000022
2022-01-02 16:00:00,2164.19,2160.27,2254.4,2180.23,-16.039999999999964,-19.960000000000036,19.059999999999945
2022-01-02 16:15:00,2166.24,2162.34,2254.4,2164.19,2.049999999999727,-1.849999999999909,-16.039999999999964
2022-01-02 16:30:00,2162.9,2162.76,2254.4,2166.24,-3.3399999999996908,-3.4799999999995634,2.049999999999727
2022-01-02 16:45:00,2137.93,2163.25,2254.4,2162.9,-24.970000000000255,0.34999999999990905,-3.3399999999996908
2022-01-02 17:00:00,2067.61,2164.56,2254.4,2137.93,-70.31999999999971,26.63000000000011,-24.970000000000255
2022-01-02 17:15:00,2103.2,2164.39,2254.4,2067.61,35.58999999999969,96.77999999999975,-70.31999999999971
2022-01-02 17:30:00,2165.2,2164.65,2254.4,2103.2,62.0,61.45000000000027,35.58999999999969
2022-01-02 17:45:00,2155.64,2164.95,2254.4,2165.2,-9.559999999999945,-0.25,62.0
2022-01-02 18:00:00,2165.91,2164.78,2254.4,2155.64,10.269999999999982,9.140000000000327,-9.559999999999945
2022-01-02 18:15:00,2161.86,2165.2,2254.4,2165.91,-4.049999999999727,-0.7100000000000364,10.269999999999982
2022-01-02 18:30:00,2179.6,2165.8,2254.4,2161.86,17.73999999999978,3.9400000000000546,-4.049999999999727
2022-01-02 18:45:00,2183.49,2165.45,2254.4,2179.6,3.8899999999998727,-14.150000000000091,17.73999999999978
2022-01-02 19:00:00,2182.72,2166.05,2254.4,2183.49,-0.7699999999999818,-17.4399999999996,3.8899999999998727
2022-01-02 19:15:00,2181.15,2165.48,2254.4,2182.72,-1.569999999999709,-17.23999999999978,-0.7699999999999818
2022-01-02 19:30:00,2177.98,2166.01,2254.4,2181.15,-3.1700000000000728,-15.139999999999873,-1.569999999999709
2022-01-02 19:45:00,2181.81,2165.61,2254.4,2177.98,3.8299999999999272,-12.36999999999989,-3.1700000000000728
2022-01-02 20:00:00,2183.15,2165.82,2254.4,2181.81,1.3400000000001455,-15.989999999999782,3.8299999999999272
2022-01-02 20:15:00,2182.4,2165.98,2254.4,2183.15,-0.75,-17.170000000000073,1.3400000000001455
2022-01-02 20:30:00,2183.84,2166.09,2254.4,2182.4,1.4400000000000546,-16.309999999999945,-0.75
2022-01-02 20:45:00,2182.95,2165.53,2254.4,2183.84,-0.8900000000003274,-18.309999999999945,1.4400000000000546
2022-01-02 21:00:00,2183.55,2166.05,2254.4,2182.95,0.6000000000003638,-16.899999999999636,-0.8900000000003274
2022-01-02 21:15:00,2171.92,2165.63,2254.4,2183.55,-11.63000000000011,-17.920000000000073,0.6000000000003638
2022-01-02 21:30:00,2176.84,2166.14,2254.4,2171.92,4.920000000000073,-5.7800000000002,-11.63000000000011
2022-01-02 21:45:00,2169.68,2165.9,2254.4,2176.84,-7.160000000000309,-10.940000000000055,4.920000000000073
2022-01-02 22:00:00,2173.72,2166.08,2254.4,2169.68,4.039999999999964,-3.599999999999909,-7.160000000000309
2022-01-02 22:15:00,2182.21,2165.59,2254.4,2173.72,8.490000000000236,-8.129999999999654,4.039999999999964
2022-01-02 22:30:00,2176.88,2166.13,2254.4,2182.21,-5.329999999999927,-16.079999999999927,8.490000000000236
2022-01-02 22:45:00,2178.33,2165.92,2254.4,2176.88,1.449999999999818,-10.960000000000036,-5.329999999999927
2022-01-02 23:00:00,2166.23,2165.95,2254.4,2178.33,-12.099999999999909,-12.38000000000011,1.449999999999818
2022-01-02 23:15:00,2178.96,2166.15,2254.4,2166.23,12.730000000000018,-0.07999999999992724,-12.099999999999909
2022-01-02 23:30:00,2180.55,2165.76,2254.4,2178.96,1.5900000000001455,-13.199999999999818,12.730000000000018
2022-01-02 23:45:00,2181.3,2166.23,2254.4,2180.55,0.75,-14.320000000000164,1.5900000000001455
2022-01-03 00:00:00,2114.23,2165.88,2254.4,2181.3,-67.07000000000016,-15.420000000000073,0.75
2022-01-03 00:15:00,2161.03,2165.98,2254.4,2114.23,46.80000000000018,51.75,-67.07000000000016
2022-01-03 00:30:00,2169.77,2166.28,2254.4,2161.03,8.739999999999782,5.25,46.80000000000018
2022-01-03 00:45:00,2169.09,2166.19,2254.4,2169.77,-0.6799999999998363,-3.5799999999999272,8.739999999999782
2022-01-03 01:00:00,2170.78,2165.94,2254.4,2169.09,1.6900000000000546,-3.150000000000091,-0.6799999999998363
2022-01-03 01:15:00,2171.9,2166.04,2254.4,2170.78,1.1199999999998909,-4.7400000000002365,1.6900000000000546
2022-01-03 01:30:00,2178.35,2166.07,2254.4,2171.9,6.449999999999818,-5.829999999999927,1.1199999999998909
2022-01-03 01:45:00,2179.06,2165.47,2254.4,2178.35,0.7100000000000364,-12.88000000000011,6.449999999999818
2022-01-03 02:00:00,2174.65,2166.2,2254.4,2179.06,-4.4099999999998545,-12.860000000000127,0.7100000000000364
2022-01-03 02:15:00,2178.11,2165.52,2254.4,2174.65,3.4600000000000364,-9.13000000000011,-4.4099999999998545
2022-01-03 02:30:00,2177.1,2165.36,2254.4,2178.11,-1.0100000000002183,-12.75,3.4600000000000364
2022-01-03 02:45:00,2177.15,2165.34,2254.4,2177.1,0.0500000000001819,-11.759999999999764,-1.0100000000002183
2022-01-03 03:00:00,2172.43,2166.2,2254.4,2177.15,-4.720000000000255,-10.950000000000273,0.0500000000001819
2022-01-03 03:15:00,2180.46,2165.57,2254.4,2172.43,8.0300000000002,-6.859999999999673,-4.720000000000255
2022-01-03 03:30:00,2174.61,2166.27,2254.4,2180.46,-5.849999999999909,-14.190000000000055,8.0300000000002
2022-01-03 03:45:00,2177.71,2165.77,2254.4,2174.61,3.099999999999909,-8.840000000000146,-5.849999999999909
2022-01-03 04:00:00,2178.11,2165.54,2254.4,2177.71,0.40000000000009095,-12.170000000000073,3.099999999999909
2022-01-03 04:15:00,2174.66,2165.6,2254.4,2178.11,-3.450000000000273,-12.510000000000218,0.40000000000009095
2022-01-03 04:30:00,2178.85,2165.8,2254.4,2174.66,4.190000000000055,-8.859999999999673,-3.450000000000273
2022-01-03 04:45:00,2173.9,2166.07,2254.4,2178.85,-4.949999999999818,-12.779999999999745,4.190000000000055
2022-01-03 05:00:00,2169.43,2166.36,2254.4,2173.9,-4.470000000000255,-7.539999999999964,-4.949999999999818
2022-01-03 05:15:00,2165.03,2165.63,2254.4,2169.43,-4.399999999999636,-3.799999999999727,-4.470000000000255
2022-01-03 05:30:00,2161.06,2165.83,2254.4,2165.03,-3.9700000000002547,0.7999999999997272,-4.399999999999636
2022-01-03 05:45:00,2157.86,2165.7,2254.4,2161.06,-3.199999999999818,4.639999999999873,-3.9700000000002547
2022-01-03 06:00:00,2102.06,2165.1,2254.4,2157.86,-55.80000000000018,7.239999999999782,-3.199999999999818
2022-01-03 06:15:00,2139.05,2165.45,2254.4,2102.06,36.99000000000024,63.38999999999987,-55.80000000000018
2022-01-03 06:30:00,2164.05,2165.75,2254.4,2139.05,25.0,26.699999999999818,36.99000000000024
2022-01-03 06:45:00,2165.08,2165.64,2254.4,2164.05,1.0299999999997453,1.5899999999996908,25.0
2022-01-03 07:00:00,2172.86,2161.48,2254.4,2165.08,7.7800000000002,-3.599999999999909,1.0299999999997453
2022-01-03 07:15:00,2079.22,2165.12,2254.4,2172.86,-93.64000000000033,-7.7400000000002365,7.7800000000002
2022-01-03 07:30:00,2140.91,2164.78,2254.4,2079.22,61.690000000000055,85.5600000000004,-93.64000000000033
2022-01-03 07:45:00,2167.38,2166.04,2254.4,2140.91,26.470000000000255,25.13000000000011,61.690000000000055
2022-01-03 08:00:00,2164.87,2164.06,2254.4,2167.38,-2.5100000000002183,-3.3200000000001637,26.470000000000255
2022-01-03 08:15:00,2163.67,2165.87,2254.4,2164.87,-1.199999999999818,1.0,-2.5100000000002183
2022-01-03 08:30:00,2152.16,2165.66,2254.4,2163.67,-11.510000000000218,1.9899999999997817,-1.199999999999818
2022-01-03 08:45:00,2162.79,2165.85,2254.4,2152.16,10.63000000000011,13.690000000000055,-11.510000000000218
2022-01-03 09:00:00,2158.37,2165.8,2254.4,2162.79,-4.420000000000073,3.0100000000002183,10.63000000000011
2022-01-03 09:15:00,2159.14,2166.05,2254.4,2158.37,0.7699999999999818,7.680000000000291,-4.420000000000073
2022-01-03 09:30:00,2164.24,2166.05,2254.4,2159.14,5.099999999999909,6.910000000000309,0.7699999999999818
2022-01-03 09:45:00,2165.93,2165.72,2254.4,2164.24,1.6900000000000546,1.4800000000000182,5.099999999999909
2022-01-03 10:00:00,2151.56,2165.74,2254.4,2165.93,-14.36999999999989,-0.19000000000005457,1.6900000000000546
2022-01-03 10:15:00,2147.05,2165.29,2254.4,2151.56,-4.5099999999997635,13.730000000000018,-14.36999999999989
2022-01-03 10:30:00,2153.9,2165.86,2254.4,2147.05,6.849999999999909,18.809999999999945,-4.5099999999997635
2022-01-03 10:45:00,2170.06,2166.03,2254.4,2153.9,16.159999999999854,12.13000000000011,6.849999999999909
