sequence_length,total_fluctuation_sum,total_fluctuation_mean,total_fluctuation_max,average_fluctuation_mean,max_fluctuation_max,count
1,18007.47000000005,11.34686200378075,587.6799999999998,11.34686200378075,587.6799999999998,1587
2,31417.68000000003,31.671048387096803,632.3499999999999,15.835524193548402,465.7000000000001,992
3,32292.780000000028,52.338379254457095,953.76,17.446126418152364,903.76,617
4,34676.690000000024,76.71834070796466,726.0399999999998,19.179585176991164,460.1999999999998,452
5,35711.34000000001,123.99770833333338,1269.3500000000001,24.799541666666677,1145.58,288
6,30645.060000000012,156.35234693877558,1404.7599999999998,26.058724489795928,802.4799999999998,196
7,29421.200000000008,201.51506849315075,1163.33,28.787866927592965,522.9799999999998,146
8,37799.90000000001,262.4993055555556,1227.1500000000003,32.81241319444445,474.55,144
9,30604.84000000001,283.3781481481482,1596.91,31.486460905349805,772.1400000000001,108
10,27375.460000000006,342.1932500000001,1923.63,34.21932500000001,685.3599999999999,80
11,30989.320000000003,462.52716417910455,1586.34,42.04792401628223,849.67,67
12,28871.560000000005,424.58176470588245,1447.3300000000002,35.3818137254902,454.2299999999999,68
13,18065.420000000002,475.40578947368425,1181.62,36.56967611336033,468.5899999999999,38
14,22240.63,494.23622222222224,1931.3700000000001,35.30258730158731,560.0999999999999,45
15,17215.870000000003,555.3506451612905,1173.8899999999999,37.023376344086024,545.78,31
16,14791.53,591.6612,1825.9299999999996,36.978825,816.6599999999999,25
17,13454.620000000003,640.6961904761906,1799.77,37.6880112044818,444.31000000000006,21
18,14009.170000000002,824.0688235294119,1784.5000000000002,45.78160130718955,394.1599999999999,17
19,8904.650000000001,636.0464285714287,1515.9600000000003,33.47612781954887,497.49,14
20,10971.730000000001,914.3108333333334,2155.0900000000006,45.715541666666674,601.74,12
21,6665.030000000001,740.558888888889,2046.5900000000004,35.264708994709,298.25,9
22,8271.210000000003,636.2469230769233,1434.7900000000002,28.920314685314693,321.1200000000001,13
23,6014.790000000001,751.8487500000001,2020.4900000000005,32.689076086956526,232.5,8
24,4557.450000000001,911.4900000000001,1663.96,37.978750000000005,333.65999999999985,5
25,8201.43,820.143,1615.52,32.80572,361.3899999999999,10
26,1932.9400000000003,966.4700000000001,1067.46,37.17192307692308,295.66999999999985,2
27,1397.4099999999999,1397.4099999999999,1397.4099999999999,51.75592592592592,170.8499999999999,1
28,9176.52,1310.9314285714286,2147.52,46.81897959183674,319.29999999999995,7
29,2008.6400000000003,1004.3200000000002,1325.3000000000004,34.631724137931045,157.82999999999993,2
30,4139.07,1379.6899999999998,2193.03,45.989666666666665,259.03,3
32,829.55,829.55,829.55,25.9234375,76.44000000000005,1
33,2760.3100000000004,1380.1550000000002,1392.95,41.82287878787879,410.1599999999999,2
34,3459.94,1729.97,1960.6799999999998,50.881470588235295,338.3499999999999,2
35,3139.15,1046.3833333333334,1972.39,29.896666666666672,313.9100000000001,3
36,305.1500000000001,305.1500000000001,305.1500000000001,8.476388888888891,50.000000000000455,1
37,4801.800000000001,1600.6000000000004,2136.5000000000005,43.25945945945947,257.27,3
38,5021.93,1673.9766666666667,1964.4500000000003,44.052017543859655,384.18000000000006,3
39,715.97,715.97,715.97,18.358205128205128,180.00999999999976,1
40,2014.0400000000002,2014.0400000000002,2014.0400000000002,50.351000000000006,146.71000000000004,1
41,2.6499999999999995,2.6499999999999995,2.6499999999999995,0.0646341463414634,0.52,1
42,2923.9399999999996,1461.9699999999998,2011.3599999999997,34.80880952380952,401.58,2
58,1937.7300000000002,1937.7300000000002,1937.7300000000002,33.409137931034486,188.17000000000007,1
