,sequence_length,total_fluctuation_sum,total_fluctuation_mean,total_fluctuation_max,average_fluctuation_mean,max_fluctuation_max,count
0,1,45940.59,112.32418092909535,1177.04,112.32418092909535,1177.04,409
1,2,35619.03,234.3357236842105,1256.63,117.16786184210525,740.89,152
2,3,20695.05,390.47264150943397,944.4999999999999,130.15754716981132,599.2699999999999,53
3,4,17407.82,543.994375,1729.9000000000003,135.99859375,767.7999999999998,32
4,5,9991.65,587.7441176470588,1117.25,117.54882352941176,348.65,17
5,6,5257.349999999999,751.05,1531.35,125.17499999999998,348.8000000000002,7
6,7,8962.93,896.293,1355.75,128.04185714285717,456.3799999999999,10
7,9,2393.9700000000003,1196.9850000000001,1234.36,132.99833333333333,248.54,2
8,10,1031.91,1031.91,1031.91,103.191,195.38999999999987,1
