,sequence_length,total_fluctuation_sum,total_fluctuation_mean,total_fluctuation_max,average_fluctuation_mean,max_fluctuation_max,count
0,1,53300.65000000011,59.487332589285835,923.44,59.487332589285835,923.44,896
1,2,17966.100000000006,179.66100000000006,876.0500000000002,89.83050000000003,712.9699999999998,100
2,3,23878.63,397.9771666666667,1333.2100000000003,132.65905555555557,1106.66,60
3,4,16387.48,565.0855172413793,1310.4900000000002,141.27137931034483,560.1,29
4,5,10134.57,596.1511764705882,885.54,119.23023529411765,391.9100000000001,17
5,6,3533.69,883.4225,1576.2999999999997,147.23708333333335,820.51,4
6,7,4379.410000000001,875.8820000000002,1125.17,125.12600000000002,270.8900000000001,5
7,9,1844.1100000000001,922.0550000000001,1237.9600000000003,102.45055555555557,455.5899999999999,2
8,12,1316.63,1316.63,1316.63,109.71916666666668,226.79000000000008,1
