sequence_length,total_fluctuation_sum,total_fluctuation_mean,total_fluctuation_max,average_fluctuation_mean,max_fluctuation_max,count
1,15693.200000000068,10.413536828135413,50.000000000000455,10.413536828135413,50.000000000000455,1507
2,27138.020000000044,29.306717062635038,194.7700000000002,14.653358531317519,144.76999999999998,926
3,27348.950000000037,45.27971854304642,150.00000000000023,15.093239514348806,50.00000000000023,604
4,28317.20000000003,65.3976905311779,613.6999999999998,16.349422632794475,513.6999999999999,433
5,20423.370000000014,87.65394849785413,278.81000000000006,17.53078969957083,158.98000000000013,233
6,20035.940000000013,107.72010752688179,300.0000000000002,17.9533512544803,50.000000000000455,186
7,20205.080000000013,137.4495238095239,873.7600000000002,19.635646258503414,694.6800000000001,147
8,25603.480000000014,189.65540740740752,1318.92,23.70692592592594,636.2,135
9,23109.00000000001,245.840425531915,1596.96,27.315602836879446,821.5699999999999,94
10,22872.190000000006,285.90237500000006,1284.9900000000002,28.590237500000008,691.46,80
11,15396.320000000003,366.5790476190477,1931.3400000000006,33.325367965367974,556.7599999999998,42
12,16188.000000000005,299.7777777777779,1165.2100000000003,24.98148148148149,557.8299999999999,54
13,12186.270000000004,276.9606818181819,1234.0000000000002,21.30466783216784,615.78,44
14,16239.870000000003,463.99628571428576,1216.7,33.1425918367347,650.9900000000002,35
15,18185.480000000003,586.6283870967743,1755.81,39.10855913978495,684.79,31
16,11403.030000000002,438.578076923077,1562.3100000000002,27.411129807692312,535.1400000000001,26
17,17628.33,652.9011111111112,1799.8300000000004,38.40594771241831,748.95,27
18,9678.460000000001,645.2306666666667,1784.4800000000002,35.84614814814815,721.17,15
19,13713.920000000002,857.1200000000001,1558.23,45.11157894736843,693.1699999999998,16
20,13425.280000000002,639.2990476190478,2155.07,31.964952380952386,817.1999999999998,21
21,11784.62,736.53875,1925.6600000000003,35.07327380952381,619.2399999999998,16
22,11206.120000000003,589.7957894736843,1440.5500000000002,26.808899521531107,483.4500000000001,19
23,10280.45,856.7041666666668,2020.5000000000002,37.248007246376815,550.3800000000002,12
24,6508.740000000002,1084.7900000000002,1361.69,45.199583333333344,430.6700000000001,6
25,7235.76,803.9733333333334,1922.88,32.15893333333334,677.43,9
26,1828.33,914.165,1028.22,35.16019230769231,379.7700000000002,2
27,3702.760000000001,617.1266666666669,1163.6400000000003,22.856543209876552,349.0799999999999,6
28,9248.12,1156.015,2077.5200000000004,41.28625000000001,496.57,8
29,3407.4000000000005,1135.8000000000002,2046.5500000000002,39.16551724137932,735.8400000000001,3
30,7110.420000000001,1015.7742857142858,2097.0800000000004,33.859142857142864,432.6399999999999,7
31,3721.0299999999997,930.2574999999999,1315.52,30.008306451612903,476.9999999999999,4
32,2930.7700000000004,976.9233333333335,1107.45,30.528854166666672,50.000000000000114,3
33,4530.39,1132.5975,1392.94,34.32113636363636,350.88999999999976,4
34,5452.380000000001,1363.0950000000003,1995.7000000000003,40.09102941176471,696.4699999999999,4
35,6767.68,966.8114285714286,2203.01,27.62318367346939,446.6099999999999,7
36,5892.350000000001,982.0583333333335,2009.9100000000003,27.279398148148157,562.3499999999999,6
38,7621.89,1524.3780000000002,2173.84,40.11521052631579,575.0100000000002,5
39,3689.8100000000004,1844.9050000000002,1960.6699999999998,47.30525641025641,458.7300000000001,2
40,1431.0600000000004,1431.0600000000004,1431.0600000000004,35.77650000000001,99.28999999999996,1
41,2754.83,1377.415,1492.94,33.59548780487805,360.94000000000005,2
42,891.2600000000002,891.2600000000002,891.2600000000002,21.220476190476194,287.0800000000001,1
43,2190.7700000000004,730.2566666666668,1447.7,16.982713178294574,548.0799999999999,3
44,1688.4,1688.4,1688.4,38.372727272727275,50.00000000000023,1
45,2039.9700000000003,2039.9700000000003,2039.9700000000003,45.332666666666675,224.33999999999992,1
46,577.1500000000001,577.1500000000001,577.1500000000001,12.546739130434785,50.00000000000023,1
47,2489.1600000000003,1244.5800000000002,1727.2500000000005,26.480425531914896,598.2800000000001,2
48,1460.89,1460.89,1460.89,30.435208333333335,50.00000000000023,1
50,2857.01,1428.505,1768.5200000000002,28.570100000000004,697.75,2
51,59.03,59.03,59.03,1.1574509803921569,49.99,1
52,1767.7900000000002,1767.7900000000002,1767.7900000000002,33.99596153846154,171.68999999999983,1
53,2330.6700000000005,776.8900000000002,2199.9900000000002,14.658301886792456,311.3900000000001,3
54,1467.45,1467.45,1467.45,27.175,325.6899999999998,1
57,96.26,96.26,96.26,1.6887719298245616,49.99,1
59,460.9,460.9,460.9,7.8118644067796605,50.00000000000006,1
63,1692.55,1692.55,1692.55,26.865873015873014,539.24,1
70,1913.39,1913.39,1913.39,27.334142857142858,50.00000000000023,1
